year,month,DevelopmentRegion,tot_mkt_trans,no_res_trans,n_res_acreage_trans,n_res_fam,n_res_1fam_dwelling,n_res_strata,n_res_other,n_comm_tran,n_comm_comm,n_comm_strata_nores,n_comm_other,n_recr_tran,n_farm_tran,n_unkn_tran,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,n_foreign_tran,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid,RegionalDistrict,Municipality,n_res_1fam_suite,n_res_1fam_vacant_res,n_res_1fam_other,n_res_strata_row,n_res_strata_other,n_fth,n_nbh,sum_FMV_res,sum_FMV_foreign_res,md_FMV_foreign_res,mn_FMV_foreign_res,sum_invest_foreign_res,n_foreign_res,n_foreign_nonres,n_foreign_other
2018,11,MAINLAND/SOUTHWEST,5701,5428,73,47,1019,NA,22,237,55,166,16,11,23,2,5031185500,882509.2965,605000,89860715.01,9188,219,NA,NA,NA,21888225.3,NA,NA,326,181,82,900,2778,448,998,4493164462,168033870.8,588450,815698.4018,NA,206,13,NA
2018,11,NECHAKO & NORTH COAST,290,258,50,5,117,NA,0,23,14,3,6,2,7,0,532132632.6,1834940.112,260500,14355713.36,2195,NA,NA,NA,NA,NA,NA,NA,10,30,28,15,3,50,3,77005244.59,NA,NA,NA,NA,NA,NA,NA
2018,11,NORTHEAST,172,129,24,1,62,NA,0,15,15,0,0,0,28,0,47298305.96,274990.1509,233575,523728.79,1285.75,NA,NA,NA,NA,NA,NA,NA,2,7,26,3,4,45,2,34788553.86,NA,NA,NA,NA,NA,NA,NA
2018,11,THOMPSON/OKANAGAN,1527,1395,109,7,531,NA,0,87,68,15,4,1,44,0,746748645.6,489029.8923,400000,10288959.86,4640,nr,NA,NA,NA,448631.8,NA,NA,53,131,87,188,289,170,123,636425065.6,8903775,374400,468619.7368,NA,19,nr,NA
2018,11,UNKNOWN,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2018,11,VANCOUVER ISLAND/COAST,1833,1724,114,13,710,NA,5,100,49,46,5,0,6,3,1105613702,603171.687,471428.57,17264542.75,6000,nr,NA,NA,NA,1011844.09,NA,NA,116,162,103,178,323,215,151,941143410.2,16569910.76,590000,872100.5663,NA,19,nr,NA
2018,11,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7194322.45,266000,327014.6568,NA,22,11,NA
2018,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,CARIBOO,318,277,67,3,116,NA,0,32,25,3,4,0,9,0,96909220.06,304745.975,238500,1333279.14,1500,NA,NA,NA,NA,NA,NA,NA,12,35,20,15,9,54,6,65014928.06,NA,NA,NA,NA,NA,NA,NA
2018,12,KOOTENAY,349,319,52,4,134,NA,1,26,18,7,1,0,3,1,111048058.3,318189.2788,258000,1292148.89,1785.5,NA,NA,NA,NA,NA,NA,NA,3,54,9,13,49,47,9,89320139.24,NA,NA,NA,NA,NA,NA,NA
2018,12,MAINLAND/SOUTHWEST,3727,3444,51,37,636,NA,214,246,78,144,24,5,27,5,4279879920,1148344.491,630000,92911101.46,9460,113,NA,NA,NA,11635853.01,NA,NA,202,135,47,595,1527,324,499,3272261713,107647035.9,682900,1109763.256,NA,97,16,NA
2018,12,NECHAKO & NORTH COAST,154,143,28,5,70,NA,0,8,6,2,0,0,3,0,40137786.14,260634.9749,220000,442972.12,1404.76,NA,NA,NA,NA,NA,NA,NA,3,14,17,5,1,33,3,35598486.14,NA,NA,NA,NA,NA,NA,NA
2018,12,NORTHEAST,181,92,24,2,44,NA,0,15,15,0,0,1,73,0,79638812.74,439993.4406,325000,1283391.5,3850,NA,NA,NA,NA,NA,NA,NA,0,4,11,5,2,28,2,24660736.74,NA,NA,NA,NA,NA,NA,NA
2018,12,THOMPSON/OKANAGAN,876,764,72,6,284,NA,3,75,40,23,12,1,32,4,448367901.3,511835.5038,400000,6699832.8,4030,15,NA,NA,NA,0,NA,NA,41,87,55,106,110,126,67,343066532.8,2173000,398750,362166.6667,NA,6,9,NA
2018,12,UNKNOWN,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2018,12,VANCOUVER ISLAND/COAST,1163,1084,72,12,427,NA,52,68,36,25,7,0,7,4,662865579.5,569961.8052,461500,10119433.85,5700,nr,NA,NA,NA,615800,NA,NA,78,105,71,93,174,131,119,609026016.6,6991140.34,410000,635558.2127,NA,11,nr,NA
2018,12,REST OF PROVINCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6363120,280000,276657.3913,NA,23,nr,NA
2018,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
