"Geographic code","Geographic name, english","Geographic name, french","Population centre size group, english","Population centre size group, french","Type of population centre, english","Type of population centre, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Additional province code","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"1325","Kent","Kent","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,3802,F,3399,T,11.9,1633,1590,3.54,1073.6,
"1327","Amigo Beach","Amigo Beach","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1545,F,1390,T,11.2,715,605,2.13,725.9,
"1328","White City","White City","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Saskatchewan","Saskatchewan",47,,4234,F,3555,T,19.1,1405,1365,6.29,673.2,
"1329","Balgonie","Balgonie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Saskatchewan","Saskatchewan",47,,1745,F,1620,T,7.7,603,599,1.32,1320.2,
"1330","Everett","Everett","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1670,F,1645,F,1.5,561,559,1.58,1054.7,
"1331","Wasaga Beach","Wasaga Beach","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Ontario","Ontario",35,,17808,F,15378,T,15.8,9927,7629,24.68,721.5,
"1332","Rougemont","Rougemont","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1481,F,1500,T,-1.3,658,615,1.42,1046.0,
"1333","Roxton Pond","Roxton Pond","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2301,F,2265,T,1.6,1055,972,3.26,705.2,
"1334","Lac-Alouette","Lac-Alouette","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,4473,F,3970,T,12.7,1866,1759,5.86,763.8,
"1335","Saint-Liboire","Saint-Liboire","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1775,F,1760,T,0.9,632,628,2.15,824.4,
"1337","Carleton","Carleton","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1101,F,1076,T,2.3,574,540,0.95,1162.1,
"1338","Betsiamites","Betsiamites","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2105,F,2251,F,-6.5,747,726,1.81,1163.8,
"1339","Mistissini","Mistissini","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2869,F,3040,T,-5.6,800,719,2.59,1107.6,
"1340","Chisasibi","Chisasibi","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2967,F,42,T,6964.3,754,639,2.84,1043.4,
"1341","Notre-Dame-du-Mont-Carmel","Notre-Dame-du-Mont-Carmel","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1091,F,1065,F,2.4,452,438,1.25,871.0,
"1342","Saint-Roch-de-l'Achigan","Saint-Roch-de-l'Achigan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1373,F,1383,T,-0.7,576,564,0.52,2637.8,
"1343","Hayes Subdivision","Hayes Subdivision","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,1121,F,1090,F,2.8,437,434,1.11,1008.3,
"1346","Clairmont","Clairmont","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1922,F,1789,T,7.4,801,749,4.38,438.8,
"1347","La Crète","La Crète","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1860,F,2501,T,-25.6,777,671,1.82,1023.1,
"1350","Blind Bay","Blind Bay","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1976,F,1915,T,3.2,975,871,3.37,585.8,
"1351","Pemberton","Pemberton","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1957,F,1738,T,12.6,756,720,1.12,1745.1,
"1352","McEwen","McEwen","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","New Brunswick","Nouveau-Brunswick",13,,1462,F,1515,F,-3.5,753,731,0.83,1763.4,
"1353","Brookside","Brookside","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,1441,F,1531,F,-5.9,567,548,2.81,512.1,
"1356","Caledon East","Caledon East","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,4282,F,2706,T,58.2,1362,1353,6.29,680.9,
"1357","Schomberg","Schomberg","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,2691,F,2321,F,15.9,1056,1023,2.39,1127.3,
"1358","Saint Grégoire","Saint Grégoire","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1400,F,1364,T,2.6,589,565,0.62,2254.4,
"1359","Bromont","Bromont","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,3895,F,3055,T,27.5,2069,1844,4.50,865.7,
"1360","Calmar","Calmar","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Alberta","Alberta",48,,1849,F,1726,T,7.1,717,702,1.27,1460.0,
"1361","Les Cèdres","Les Cèdres","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2233,F,2138,T,4.4,932,901,1.79,1248.2,
"1362","Oka","Oka","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1254,F,1309,T,-4.2,607,578,0.82,1534.3,
"1363","Saint-Augustin","Saint-Augustin","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,9399,F,7457,T,26.0,3566,3491,11.21,838.2,
"1365","Oakbank","Oakbank","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Manitoba","Manitoba",46,,4604,F,3474,T,32.5,1530,1503,5.38,856.1,
"1367","Langdon","Langdon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Alberta","Alberta",48,,5060,F,4211,T,20.2,1586,1582,4.40,1149.7,
"1368","Chestermere","Chestermere","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Alberta","Alberta",48,,19472,F,14363,F,35.6,6107,5982,8.89,2190.9,
"1369","Irricana","Irricana","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Alberta","Alberta",48,,1160,F,1114,T,4.1,452,447,1.14,1018.7,
"1370","Ballantrae","Ballantrae","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,3223,F,2994,T,7.6,1489,1458,7.06,456.5,
"1371","Virgil","Virgil","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,2937,F,2734,T,7.4,1113,1084,2.42,1215.5,
"1373","Lorette","Lorette","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Manitoba","Manitoba",46,,2904,F,2361,F,23.0,1021,982,3.11,934.8,
"1374","Regina Beach","Regina Beach","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Saskatchewan","Saskatchewan",47,,1629,F,1469,T,10.9,1303,740,2.71,601.6,
"1375","Crofton","Crofton","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,1373,F,1322,T,3.9,625,576,2.77,495.7,
"1376","Roberts Creek","Roberts Creek","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1848,F,1771,T,4.3,987,809,3.93,470.7,
"1377","Harrison Hot Springs","Harrison Hot Springs","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,1242,F,1248,T,-0.5,796,609,1.24,1001.5,
"1379","Stanley 157","Stanley 157","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1545,F,1581,T,-2.3,410,382,1.11,1397.3,
"1386","Waskaganish","Waskaganish","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1839,F,1899,T,-3.2,473,422,0.77,2374.7,
"1387","Bowden","Bowden","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1240,F,1241,F,-0.1,581,524,2.80,442.8,
"1389","Red Lake","Red Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1177,F,1195,T,-1.5,552,493,1.52,775.5,
"1390","Moosonee","Moosonee","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1405,F,1632,T,-13.9,597,460,1.60,875.4,
"1392","Cambridge Bay","Cambridge Bay","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nunavut","Nunavut",62,,1619,F,1452,T,11.5,583,494,0.72,2246.7,
"1393","Arviat","Arviat","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nunavut","Nunavut",62,,2514,F,1810,F,38.9,598,561,2.45,1027.6,
"1394","Still Water Lake","Still Water Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,1586,F,1682,T,-5.7,532,526,3.24,489.4,
"1395","Starlight Village","Starlight Village","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","New Brunswick","Nouveau-Brunswick",13,,2127,F,2089,T,1.8,716,713,4.90,433.7,
"1396","Maliotenam","Maliotenam","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1363,F,1216,T,12.1,463,445,0.80,1708.0,
"1397","Ville Lambert","Ville Lambert","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2443,F,2277,T,7.3,994,963,2.24,1089.1,
"1398","Sainte-Catherine-de-la-Jacques-Cartier","Sainte-Catherine-de-la-Jacques-Cartier","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1633,F,1107,T,47.5,615,607,0.67,2439.1,
"1399","Domaine-Ouellet","Domaine-Ouellet","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2894,F,1988,T,45.6,1028,1001,1.16,2500.6,
"1400","Lac-Simon","Lac-Simon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1243,F,1224,T,1.6,286,277,2.25,551.6,
"1402","Manotick Station","Manotick Station","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,5738,F,5424,T,5.8,1958,1934,8.88,646.2,
"1403","Bath","Bath","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1180,F,1042,F,13.2,530,510,1.40,845.7,
"1404","Binbrook","Binbrook","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,8794,F,4926,T,78.5,3083,3030,6.41,1372.2,
"1406","Ilderton","Ilderton","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1856,F,1700,T,9.2,654,643,0.82,2258.7,
"1407","Nobleford","Nobleford","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Alberta","Alberta",48,,1278,F,1000,F,27.8,427,404,0.98,1309.7,
"1408","Aldergrove East","Aldergrove East","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,3491,F,2383,T,46.5,1072,982,2.55,1368.4,
"1409","Miller's Landing","Miller's Landing","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,1097,F,1113,F,-1.4,544,446,1.45,754.2,
"1410","Cowichan Bay","Cowichan Bay","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","British Columbia","Colombie-Britannique",59,,2394,F,2108,T,13.6,1056,1008,3.35,714.2,
"1411","Mitchell","Mitchell","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,2523,F,1915,T,31.7,762,751,4.01,629.7,
"1412","Moose Lake","Moose Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1225,F,1072,T,14.3,277,238,1.29,951.9,
"1413","St. Theresa Point","St. Theresa Point","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1038,F,1057,F,-1.8,204,193,0.18,5897.7,
"1414","Grunthal","Grunthal","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1680,F,1640,T,2.4,560,532,2.83,593.7,
"1415","Gillam","Gillam","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1036,F,1248,T,-17.0,480,362,1.06,977.3,
"1416","Blumenort","Blumenort","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1675,F,1404,T,19.3,545,533,3.18,526.3,
"1418","Trochu","Trochu","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1058,F,1067,T,-0.8,470,419,1.58,670.2,
"1419","Eckville","Eckville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,1085,F,1089,T,-0.4,451,429,1.12,966.3,
"1420","Kimosom Pwatinahk 203 (Deschambault Lake)","Kimosom Pwatinahk 203 (Deschambault Lake)","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1046,F,1189,T,-12.0,217,195,1.20,874.8,
"1421","Birch Hills","Birch Hills","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1033,F,1064,F,-2.9,465,436,2.27,454.7,
"1423","Pelican Narrows","Pelican Narrows","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1942,F,1763,T,10.2,375,331,1.43,1362.4,
"1424","Welcome Beach","Welcome Beach","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1125,F,1155,T,-2.6,521,482,1.41,799.5,
"1426","Factory Island","Factory Island","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1807,F,1869,T,-3.3,653,549,1.26,1438.4,
"1429","New Dundee","New Dundee","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,1119,F,1219,F,-8.2,435,423,1.52,734.0,
"1431","Sunderland","Sunderland","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1243,F,1085,T,14.6,472,463,1.10,1130.3,
"1432","Saint-Charles","Saint-Charles","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1482,F,1300,F,14.0,643,626,1.39,1069.0,
"1433","Manawan","Manawan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1648,F,1639,T,0.5,343,306,0.88,1874.2,
"1434","Terrasse-des-Pins","Terrasse-des-Pins","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,4268,F,3880,T,10.0,1746,1708,6.57,649.5,
"1435","Domaine-C.-L.-C.","Domaine-C.-L.-C.","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1521,F,1367,T,11.3,582,568,1.91,796.5,
"1436","Saint-Michel","Saint-Michel","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1558,F,1319,T,18.1,537,532,1.05,1476.9,
"1437","L'Ange-Gardien","L'Ange-Gardien","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1585,F,1311,F,20.9,640,619,1.42,1114.3,
"1438","Saint-Alexandre","Saint-Alexandre","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1093,F,1071,F,2.1,422,413,1.28,850.8,
"1439","Baker Lake","Baker Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nunavut","Nunavut",62,,1690,F,1537,T,10.0,552,486,1.57,1077.8,
"1440","Kugluktuk","Kugluktuk","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nunavut","Nunavut",62,,1057,F,1047,T,1.0,314,294,0.34,3148.6,
"1443","Osler","Osler","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Saskatchewan","Saskatchewan",47,,1237,F,1088,F,13.7,412,399,1.55,796.5,
"1444","Massey Drive","Massey Drive","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,1632,F,1412,T,15.6,624,610,2.48,658.7,
"1445","Upper Island Cove","Upper Island Cove","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,1142,F,1188,T,-3.9,514,472,1.83,622.7,
"1446","Centreville","Centreville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,1129,F,1073,T,5.2,491,478,2.36,477.5,
"1447","Enfield - Lantz","Enfield - Lantz","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,6807,F,5941,T,14.6,2776,2698,11.68,583.0,
"1448","English Corner","English Corner","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,1151,F,1095,T,5.1,366,364,2.78,414.6,
"1449","Eskasoni 3","Eskasoni 3","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,2120,F,1940,T,9.3,673,640,4.58,462.4,
"1450","Port Williams","Port Williams","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Nova Scotia","Nouvelle-Écosse",12,,1120,F,962,T,16.4,461,452,1.92,584.0,
"1451","New Maryland","New Maryland","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","New Brunswick","Nouveau-Brunswick",13,,2219,F,2253,T,-1.5,780,775,2.72,816.6,
"1452","Quispamsis - Rothesay","Quispamsis - Rothesay","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","New Brunswick","Nouveau-Brunswick",13,,24445,F,23862,T,2.4,9309,9047,36.10,677.2,
"1453","Richibucto 15","Richibucto 15","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,1053,F,1173,T,-10.2,420,413,1.76,597.9,
"1454","Saint-Antoine","Saint-Antoine","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,1252,F,1182,T,5.9,533,507,2.03,616.1,
"1455","Wells","Wells","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","New Brunswick","Nouveau-Brunswick",13,,1266,F,1371,T,-7.7,467,456,2.87,440.9,
"1456","Angers","Angers","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,6973,F,6625,T,5.3,2624,2583,4.82,1445.2,
"1457","Beaumont","Beaumont","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1210,F,1065,T,13.6,549,467,1.66,731.0,
"1458","Black Lake","Black Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,3298,F,3326,T,-0.8,1626,1543,2.33,1412.9,
"1459","Bromptonville","Bromptonville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2725,F,2584,T,5.5,1141,1121,2.70,1008.1,
"1460","Cap-Saint-Ignace","Cap-Saint-Ignace","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1214,F,1142,T,6.3,515,488,2.48,488.6,
"1462","Évain","Évain","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2426,F,2073,T,17.0,909,905,1.81,1337.7,
"1463","Fossambault-sur-le-Lac","Fossambault-sur-le-Lac","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2769,F,2151,T,28.7,1543,1132,6.07,455.9,
"1464","Godefroy","Godefroy","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1410,F,1155,T,22.1,592,585,0.78,1807.0,
"1465","Inukjuak","Inukjuak","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1312,F,5,T,26140.0,377,328,0.97,1359.0,
"1466","Kuujjuaq","Kuujjuaq","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1353,F,1187,T,14.0,518,439,1.03,1314.4,
